gender,age,height,weight,alcoholConsumption,beer,softDrink,pizzaSlice
woman,52,157,50593,never,0,2,2
man,42,165,73652,casual,1,5,5
woman,46,151,56040,casual,1,6,4
woman,33,162,48551,regular,3,5,4
woman,18,165,51098,never,0,2,2
man,45,182,70190,casual,2,5,3
man,30,181,69329,seasoned,7,4,6
man,31,175,58904,seasoned,6,1,4
man,46,189,87021,regular,3,3,5
man,54,167,67614,never,0,2,3
man,18,178,77404,seasoned,5,1,8
man,23,183,82173,never,0,2,2
man,38,186,81506,seasoned,7,2,5
man,44,186,97859,regular,7,1,6
man,31,185,81308,seasoned,7,2,7
woman,32,160,59724,casual,1,4,4
man,21,175,76991,regular,5,3,10
man,22,173,58302,casual,1,3,4
woman,22,162,59519,casual,1,4,4
man,20,178,75931,seasoned,7,2,8
man,43,183,85875,casual,2,4,5
man,40,186,83122,seasoned,6,2,6
man,39,181,78975,seasoned,9,2,8
woman,30,178,93496,casual,1,4,6
woman,31,159,46770,never,0,3,2
man,25,177,75471,seasoned,5,1,6
man,27,176,64360,regular,6,5,8
man,21,184,65095,regular,3,1,6
woman,20,164,71061,never,0,2,3
man,44,170,75090,seasoned,9,2,8
man,50,181,76009,never,0,3,3
woman,29,158,64737,regular,4,4,4
woman,45,164,56507,casual,1,3,4
woman,20,166,69218,casual,1,3,6
man,42,174,75638,casual,3,3,3
man,26,172,63098,never,0,2,2
man,31,185,68936,casual,2,3,4
man,33,181,71578,never,0,2,2
man,46,177,59250,regular,6,4,5
woman,33,172,68219,casual,1,5,5
man,41,175,79955,seasoned,7,2,6
man,35,178,70420,seasoned,8,4,4
man,19,180,78960,never,0,2,3
man,34,171,69726,regular,3,2,6
woman,28,174,56011,regular,3,3,7
man,28,170,56465,never,0,1,2
woman,23,161,59894,regular,2,4,9
woman,50,164,68805,never,0,3,3
woman,29,168,70494,regular,3,2,5
woman,42,172,74547,never,0,2,3
woman,30,168,59420,casual,1,4,3
woman,52,161,68451,casual,1,6,6
woman,24,156,60674,regular,3,5,6
man,38,176,62345,regular,5,3,5
woman,53,159,71831,regular,2,4,7
man,49,167,71410,seasoned,6,2,6
man,30,184,70199,regular,5,3,5
man,31,183,82858,casual,1,4,5
man,45,179,59276,casual,2,4,3
woman,43,164,74615,casual,1,3,5
woman,35,162,62634,casual,1,5,5
woman,32,163,67880,seasoned,4,1,9
man,23,174,72711,casual,1,5,6
man,51,184,90712,regular,3,3,6
man,30,175,72584,seasoned,4,2,8
woman,40,166,78970,regular,2,3,5
man,46,185,102896,seasoned,6,2,8
man,49,177,79838,casual,2,5,6
woman,27,177,81227,regular,3,4,6
woman,20,161,62317,casual,2,6,4
man,22,180,62678,casual,1,5,4
man,25,171,61995,casual,2,2,3
man,25,175,69709,never,0,2,2
man,42,196,76103,seasoned,10,2,5
woman,50,165,74080,casual,1,3,5
man,30,187,101826,never,0,2,2
woman,52,170,64531,casual,1,4,4
woman,45,167,58217,casual,1,4,4
woman,35,161,55918,casual,1,5,4
woman,37,170,62890,casual,1,4,4
woman,31,172,77868,casual,1,3,6
woman,46,168,71538,regular,3,5,7
man,35,192,81463,regular,5,1,6
man,44,178,91154,casual,3,4,4
woman,41,162,72267,never,0,3,3
man,34,176,77675,seasoned,9,2,6
man,22,180,66040,regular,4,3,7
woman,44,167,74474,regular,3,2,6
woman,39,166,82400,seasoned,4,2,6
woman,49,171,73238,casual,0,6,4
man,44,184,96450,seasoned,6,3,7
woman,54,166,59907,regular,2,5,5
man,45,176,69071,never,0,1,2
man,24,179,70211,casual,1,4,5
man,30,173,80291,seasoned,8,2,8
man,34,190,93913,casual,1,3,4
woman,37,173,90124,never,0,2,2
woman,27,167,73944,casual,1,6,4
man,21,175,81864,casual,2,3,5
man,18,184,65897,casual,2,5,4
woman,53,164,61543,regular,2,5,5
man,35,178,79608,seasoned,8,1,5
man,30,184,75664,never,0,2,2
woman,30,166,69865,regular,2,4,7
woman,46,156,45022,seasoned,4,3,4
woman,35,156,45288,never,0,2,3
woman,19,157,65443,casual,1,5,7
man,43,178,85467,regular,5,2,4
woman,35,161,58499,never,0,3,2
woman,41,174,70301,regular,3,3,5
man,27,176,73837,casual,2,3,4
man,25,181,76334,regular,3,5,7
man,38,184,80661,casual,2,4,5
woman,36,158,67663,seasoned,6,2,8
woman,34,165,57914,regular,2,3,6
woman,27,164,70058,regular,4,6,7
woman,39,164,59542,never,0,3,2
woman,38,165,55963,casual,1,5,4
man,43,167,62349,casual,0,3,4
woman,20,159,61133,seasoned,5,2,6
woman,29,169,52838,casual,1,6,3
woman,24,171,76837,never,0,3,4
man,43,177,90723,never,0,2,3
man,20,181,86988,regular,3,3,9
man,21,181,92658,casual,2,4,5
man,26,182,67285,seasoned,8,3,5
man,36,166,66963,regular,3,2,4
man,45,187,98009,never,0,1,1
woman,26,170,70483,regular,3,3,7
woman,42,169,80473,regular,4,4,5
man,24,163,58739,regular,3,3,7
woman,35,155,48653,regular,2,2,6
woman,39,172,67962,never,0,3,3
woman,24,175,75340,seasoned,5,4,9
man,50,184,94755,regular,4,1,5
woman,49,165,51284,never,0,2,3
woman,22,160,72353,casual,1,5,6
woman,33,165,69024,regular,2,5,7
woman,20,159,77311,seasoned,5,1,8
woman,50,160,61975,regular,3,5,6
man,40,192,85072,never,0,2,3
woman,30,160,52356,casual,1,5,4
woman,37,170,74887,casual,2,5,5
man,19,177,68716,regular,3,3,7
woman,45,166,70408,casual,1,5,6
man,46,176,76471,seasoned,8,2,5
woman,31,164,68223,regular,4,3,4
woman,28,174,56011,regular,4,5,5
man,33,180,85221,seasoned,8,1,10
woman,36,168,52951,seasoned,3,4,5
woman,52,170,71869,never,0,3,3
woman,51,175,76086,seasoned,3,3,7
man,36,172,67728,seasoned,7,3,6
woman,32,162,74431,regular,1,4,4
woman,26,164,68299,seasoned,5,2,6
woman,37,166,51951,casual,1,4,3
man,35,186,97320,regular,3,3,5
woman,24,164,56888,casual,1,4,5
man,25,190,72043,seasoned,8,3,6
man,41,168,64001,regular,4,4,6
woman,39,164,56416,seasoned,3,2,6
man,32,191,75480,regular,4,3,5
woman,52,165,65908,seasoned,3,3,6
man,38,184,71441,regular,5,3,7
woman,41,172,71159,casual,1,5,5
man,32,191,91924,regular,5,2,5
man,52,188,89331,regular,4,4,5
woman,36,169,67284,casual,0,5,4
man,18,186,77837,seasoned,6,2,8
man,38,165,53238,casual,1,5,4
man,47,179,72242,regular,6,3,5
woman,39,170,74726,casual,1,4,3
man,43,182,76960,casual,1,4,5
man,40,174,79721,casual,1,5,6
woman,38,156,67331,casual,1,3,4
woman,47,173,70294,seasoned,4,4,5
woman,31,160,60568,seasoned,5,2,5
woman,50,172,67127,never,0,2,2
man,20,174,74030,regular,3,4,4
man,38,176,76660,never,0,2,3
man,25,175,81945,seasoned,6,2,7
man,51,180,90240,casual,0,4,5
woman,41,152,62185,never,0,2,3
man,46,176,76649,casual,1,4,4
man,43,187,72940,casual,2,5,5
woman,32,164,75351,seasoned,4,2,5
man,20,165,56967,casual,2,4,5
man,43,178,69884,casual,2,3,4
man,25,168,76694,seasoned,5,1,6
woman,51,160,70162,regular,3,3,5
woman,26,158,51193,regular,4,5,4
man,47,173,73076,regular,6,2,6
woman,38,166,59054,casual,1,4,4
man,38,172,66627,seasoned,7,2,6
man,51,165,71777,never,0,1,2
woman,26,156,51835,regular,2,3,5
woman,23,166,66002,seasoned,4,3,8
man,47,169,83574,regular,4,4,6
woman,25,169,58995,never,0,4,2
woman,46,166,65287,seasoned,4,4,6
woman,43,171,74135,regular,3,2,6
woman,45,166,68828,regular,3,3,5
woman,29,166,75765,seasoned,5,4,7
woman,34,178,63448,seasoned,3,1,5
man,34,180,86933,never,0,2,2
woman,34,157,55096,never,0,2,2
woman,29,161,65276,never,0,2,1
man,51,180,71077,regular,4,3,4
man,53,181,77209,regular,4,2,7
man,18,168,79410,never,0,2,3
woman,41,161,57587,casual,1,6,4
man,38,191,73055,never,0,2,2
woman,36,164,64925,casual,1,5,4
woman,19,176,71897,regular,2,3,6
woman,48,153,54782,casual,1,6,5
man,22,171,75354,regular,4,3,4
woman,28,160,50360,seasoned,5,3,6
man,49,171,75800,seasoned,8,2,5
woman,42,156,59422,never,0,2,2
woman,23,172,70280,regular,3,5,6
woman,31,172,70807,regular,2,4,5
woman,51,167,60612,casual,1,7,4
woman,33,160,67806,seasoned,4,2,9
woman,41,169,79412,regular,2,5,5
woman,50,158,59792,casual,2,6,4
man,40,175,78845,casual,0,5,4
woman,27,156,63711,casual,1,5,5
woman,50,158,55848,regular,3,3,4
woman,26,158,50368,casual,2,3,6
man,37,189,77474,never,0,2,3
man,28,176,72047,seasoned,6,3,5
woman,53,169,67829,regular,3,4,5
woman,48,167,73615,casual,1,5,6
man,54,187,109879,casual,1,5,5
man,20,177,72271,seasoned,8,2,7
woman,27,162,64642,never,0,2,1
woman,18,175,68100,never,0,3,4
man,51,177,57959,casual,2,3,5
woman,27,156,54862,casual,1,3,4
woman,42,159,55155,never,0,2,2
woman,53,160,66854,regular,2,2,6
man,51,183,91036,never,0,2,3
woman,25,166,65499,never,0,2,2
man,27,177,80576,seasoned,6,3,6
man,29,183,85542,casual,1,4,5
woman,23,162,56060,regular,4,4,10
man,49,182,85028,never,0,1,3
man,28,179,69870,regular,5,1,5
man,32,181,86168,never,0,3,3
woman,33,176,82363,regular,4,2,6
woman,21,163,58935,regular,4,3,6
woman,35,165,65902,seasoned,3,1,5
man,44,177,69383,never,0,2,2
woman,25,170,65124,casual,0,6,4
man,54,177,85079,regular,3,2,7
man,38,185,64568,casual,3,6,4
man,49,175,72655,seasoned,7,2,5
man,31,179,86789,regular,4,4,6
man,32,181,70611,casual,2,4,3
woman,39,165,72806,casual,1,6,4
woman,21,157,65762,never,0,2,5
man,33,179,75142,never,0,2,3
man,48,174,56011,casual,1,4,3
man,50,165,70543,never,0,2,3
woman,33,168,66556,seasoned,6,1,5
man,44,179,79105,regular,5,4,5
man,50,174,68902,regular,4,3,4
woman,52,161,57435,casual,1,5,4
woman,48,172,57069,seasoned,3,5,5
man,25,186,80212,seasoned,7,1,6
woman,41,161,64231,seasoned,4,3,6
man,23,173,69464,seasoned,6,1,8
woman,42,164,72293,regular,2,6,5
woman,41,174,68332,regular,2,5,5
woman,37,180,65574,casual,0,6,4
man,27,190,80387,casual,1,5,5
woman,32,158,61969,regular,3,3,5
woman,38,177,93913,regular,2,3,5
woman,39,157,50066,seasoned,3,3,7
woman,46,168,74810,regular,2,2,5
man,34,176,65386,seasoned,8,3,7
woman,24,150,46823,seasoned,5,2,10
man,31,167,68065,regular,3,3,4
man,23,171,70084,seasoned,6,1,8
man,46,185,88050,seasoned,6,1,9
woman,31,169,77697,never,0,3,4
woman,47,158,71653,casual,1,6,5
man,47,176,77446,casual,1,5,3
woman,49,155,60483,never,0,2,2
woman,45,169,71516,casual,1,4,5
woman,41,168,52214,never,0,3,2
man,21,187,81955,casual,1,4,6
woman,53,160,58265,seasoned,3,4,5
man,19,182,71887,seasoned,6,2,6
woman,54,160,52127,regular,2,6,6
man,40,181,80052,never,0,3,2
woman,51,162,52633,casual,0,6,4
woman,35,168,63742,seasoned,4,2,6
man,21,177,82393,casual,2,4,5
man,49,177,70463,regular,6,3,6
woman,26,167,74573,regular,4,4,7
woman,51,166,57346,casual,2,6,4
woman,50,158,65075,regular,3,4,7
man,19,170,66025,never,0,2,2
man,44,175,69769,never,0,2,2
woman,44,168,72160,casual,1,5,6
woman,35,159,61263,seasoned,3,4,5
man,37,177,80657,never,0,2,4
woman,45,170,57104,regular,4,4,5
man,51,175,89741,regular,4,3,4
woman,34,167,61165,never,0,2,2
man,51,173,55369,regular,3,4,4
man,43,180,97946,regular,4,3,8
woman,47,168,73743,casual,1,6,4
woman,40,163,77042,casual,1,6,5
man,44,175,85956,never,0,1,2
man,37,169,60897,seasoned,7,2,9
woman,20,167,67894,seasoned,5,3,10
woman,48,159,76527,casual,1,5,6
man,22,182,90048,regular,3,2,8
man,22,184,86240,casual,2,4,4
woman,42,167,72765,regular,3,2,5
man,18,182,67080,casual,0,5,5
man,46,193,90806,casual,0,4,4
woman,32,165,64117,casual,1,6,4
woman,20,158,65420,regular,3,4,7
woman,50,165,62873,casual,0,4,4
woman,24,151,47747,casual,1,6,4
woman,34,164,61285,regular,3,3,5
man,52,175,69343,regular,5,3,6
woman,19,168,72871,casual,1,5,5
man,27,182,85575,casual,2,4,4
man,54,182,73509,regular,5,3,4
woman,27,160,63277,seasoned,5,2,8
woman,34,161,75828,regular,3,2,7
woman,27,170,87893,casual,1,4,5
woman,43,154,47517,never,0,2,3
man,20,184,96740,regular,3,3,7
woman,21,162,66189,casual,1,5,5
man,40,165,73526,seasoned,8,3,7
man,43,174,70649,never,0,2,2
woman,34,158,54978,seasoned,3,2,5
woman,25,160,64449,never,0,3,3
man,18,170,79623,casual,2,6,5
man,46,177,71594,casual,2,3,6
man,23,182,94251,casual,2,3,6
man,21,173,82116,regular,3,5,6
woman,43,150,52936,regular,3,3,5
man,37,191,78543,casual,0,5,5
man,20,184,80373,casual,2,6,6
woman,47,171,81638,regular,1,3,5
woman,51,168,59846,regular,3,3,6
man,29,184,85379,never,0,2,2
woman,27,174,70842,never,0,2,3
man,44,166,55331,never,0,2,3
man,38,183,62553,seasoned,7,2,5
woman,25,161,65175,regular,2,4,7
man,18,168,69240,casual,1,4,6
woman,53,158,57132,casual,0,6,5
woman,46,155,72222,casual,1,4,6
man,53,163,62132,seasoned,6,2,7
woman,43,158,46183,regular,3,3,5
woman,20,172,76464,seasoned,4,3,7
man,46,182,98753,seasoned,7,2,5
woman,33,162,62680,never,0,2,2
woman,51,169,70348,never,0,2,2
woman,22,166,65888,regular,3,6,5
man,28,180,77557,casual,2,4,3
man,35,173,61504,seasoned,10,2,6
woman,32,167,73234,never,0,3,3
man,41,174,87024,never,0,2,2
man,28,174,85171,casual,1,5,5
man,32,182,99468,never,0,2,2
man,44,177,68236,regular,6,4,4
man,46,169,82062,seasoned,7,1,5
woman,50,150,41625,casual,1,6,4
man,20,172,62474,never,0,2,3
man,43,174,87428,regular,4,1,5
woman,49,176,77202,never,0,2,3
woman,21,158,57577,regular,2,4,8
man,35,188,86856,casual,1,4,4
man,46,179,68721,casual,0,4,5
woman,52,157,55712,regular,2,5,6
woman,26,159,63307,regular,4,6,5
woman,52,168,63154,seasoned,4,2,5
man,46,176,75498,regular,5,2,7
man,43,166,71399,seasoned,6,2,7
woman,32,166,68106,regular,3,4,5
woman,24,163,63137,never,0,2,2
woman,46,160,58025,casual,1,5,5
man,51,190,101402,seasoned,7,2,6
man,38,180,69070,never,0,1,1
man,36,181,78813,regular,3,3,5
man,24,175,59369,casual,1,5,6
man,44,183,64222,regular,4,2,3
man,23,179,65847,regular,3,3,8
woman,21,159,57068,never,0,3,3
man,27,180,91974,casual,3,3,5
man,45,169,57899,never,0,2,2
man,43,189,86981,casual,2,3,5
man,50,177,80355,never,0,2,3
woman,42,163,62189,regular,3,3,4
man,18,176,79599,seasoned,4,3,11
woman,25,168,68205,seasoned,7,1,7
man,46,175,60607,seasoned,9,2,5
woman,34,166,77146,casual,1,5,5
woman,29,160,68278,never,0,2,3
woman,49,161,49127,regular,3,5,5
woman,54,175,68724,never,0,3,2
man,49,182,71862,regular,4,3,4
woman,19,162,62727,never,0,3,3
woman,21,181,72135,seasoned,4,4,9
man,25,182,75332,regular,4,2,5
woman,54,168,84132,regular,1,2,5
woman,26,168,84569,never,0,2,3
woman,22,167,63859,seasoned,4,2,6
man,53,170,66829,regular,3,4,7
man,45,180,60917,regular,5,5,3
man,47,170,64826,casual,3,5,4
woman,23,162,54110,casual,1,3,6
man,21,182,85933,casual,1,5,7
man,18,173,69575,never,0,2,3
man,52,181,70571,seasoned,8,2,6
woman,40,172,54730,seasoned,3,2,6
woman,30,160,59722,casual,0,6,5
woman,54,178,58615,casual,1,5,4
woman,43,166,60886,seasoned,5,3,7
man,36,184,62634,regular,5,4,4
woman,31,161,60653,seasoned,5,2,7
man,18,180,62753,regular,3,3,8
woman,29,156,57901,never,0,2,3
woman,27,156,52926,never,0,3,2
woman,26,177,66877,casual,1,3,5
woman,22,159,56951,regular,3,3,7
woman,32,163,62989,never,0,2,3
man,52,177,77008,never,0,2,2
woman,53,157,48134,never,0,2,3
man,39,174,74265,casual,2,5,4
man,39,173,64040,seasoned,7,1,6
man,38,171,70180,regular,4,3,6
man,43,175,74838,casual,2,3,4
woman,34,159,54461,never,0,2,1
woman,49,174,62135,never,0,2,3
man,24,168,71802,regular,3,3,9
woman,46,167,79006,regular,3,3,7
woman,35,165,58546,regular,3,5,6
man,50,181,95529,seasoned,8,2,8
woman,18,173,59938,casual,1,4,6
woman,54,167,71118,casual,2,4,5
woman,43,161,59753,casual,2,4,5
woman,26,160,66588,casual,1,3,6
woman,49,165,51602,never,0,2,1
woman,52,173,65418,never,0,2,2
woman,28,160,52295,regular,3,2,4
woman,36,166,64633,regular,3,4,5
man,24,183,78469,regular,2,3,7
woman,49,166,72356,never,0,3,2
man,40,167,87256,never,0,3,2
woman,27,161,65094,regular,5,2,6
man,47,186,77784,casual,3,3,5
woman,54,160,59058,never,0,2,3
man,45,188,65927,never,0,2,2
man,37,189,77871,seasoned,8,2,6
woman,41,174,68983,seasoned,5,2,7
man,29,177,84897,seasoned,5,2,6
woman,25,163,63712,casual,1,5,5
man,38,187,85314,seasoned,9,2,6
woman,39,169,77754,seasoned,4,1,9
man,41,190,93582,regular,4,2,6
woman,51,157,50184,never,0,2,2
woman,26,175,77495,regular,2,3,7
woman,51,166,64399,casual,2,7,5
woman,31,167,65574,casual,1,6,5
man,25,174,72554,regular,4,2,5
man,54,179,78841,never,0,2,2
man,39,175,85729,seasoned,6,2,6
man,35,176,83906,seasoned,6,2,7
man,41,167,70049,seasoned,6,1,6
man,51,191,93315,regular,6,4,5
man,35,186,90823,regular,4,2,8
man,50,178,90030,casual,1,4,6
woman,20,174,56011,seasoned,4,3,9
man,40,180,68555,regular,4,3,6
woman,32,170,67183,regular,2,4,5
man,33,177,76582,casual,1,6,5
man,19,161,56501,casual,1,5,8
man,49,174,76120,casual,2,3,4
man,24,175,61402,regular,4,2,5
man,22,183,76886,casual,2,5,6
woman,32,167,84669,regular,2,3,8
woman,45,169,76588,regular,2,4,4
man,33,168,61011,seasoned,6,1,5
woman,20,168,64056,seasoned,4,3,10
man,48,179,66090,never,0,2,1
woman,40,158,63155,seasoned,4,3,6
man,47,186,64003,casual,3,6,5
man,36,169,79753,casual,1,4,6
woman,32,166,79346,seasoned,4,2,8
man,31,172,62260,casual,2,3,3
man,45,176,72876,casual,1,2,5
woman,20,174,72061,regular,4,4,7
man,26,182,80469,regular,4,4,6
woman,40,179,69211,never,0,2,2
man,22,170,69995,casual,0,3,5
man,37,186,95018,regular,4,2,6
man,42,178,81071,casual,2,4,6
woman,49,162,54655,regular,3,2,6
woman,18,164,53742,seasoned,6,2,5
woman,28,167,72155,regular,4,3,5
man,36,181,90053,never,0,2,3
man,28,178,74401,seasoned,6,2,6
man,32,167,51595,regular,4,3,4
woman,52,167,82328,casual,1,4,5
man,36,170,66544,seasoned,9,3,7
man,38,178,68684,regular,4,2,7
woman,48,163,69873,regular,2,3,5
woman,24,165,56435,regular,3,4,5
woman,32,167,67404,never,0,2,2
woman,35,169,65264,seasoned,3,1,5
woman,52,167,75115,regular,3,4,6
woman,26,164,66015,seasoned,6,1,8
man,21,175,87585,never,0,3,2
man,29,177,67635,casual,2,4,5
man,30,178,58615,seasoned,5,1,5
woman,34,173,80997,seasoned,4,3,7
man,40,183,88167,never,0,3,1
woman,39,165,50366,casual,2,6,4
woman,47,166,68781,regular,2,3,7
man,30,172,66833,casual,1,3,4
man,50,185,81950,never,0,2,4
woman,51,168,74800,casual,1,6,4
woman,38,168,88065,never,0,4,2
woman,54,166,79392,regular,3,4,8
man,24,185,64718,casual,2,6,5
woman,24,163,65866,never,0,2,3
woman,34,161,55799,regular,3,2,4
man,40,178,69540,casual,1,4,4
woman,43,170,77911,casual,0,4,4
woman,36,157,68429,casual,1,4,4
woman,36,168,67507,seasoned,4,2,6
woman,26,157,51113,casual,2,4,4
woman,20,160,56133,regular,2,4,4
man,42,184,77398,casual,2,3,4
woman,53,175,70581,casual,1,4,4
man,34,176,71164,regular,4,2,5
woman,54,162,48551,casual,1,5,4
man,31,174,76544,casual,2,3,6
woman,23,177,77843,casual,2,4,6
woman,40,165,59472,regular,4,3,4
woman,33,172,71956,seasoned,3,2,9
woman,31,173,68146,casual,1,7,4
woman,45,158,64612,regular,2,4,4
man,48,182,92011,seasoned,8,3,7
woman,44,170,54592,seasoned,4,1,5
man,49,184,99855,never,0,2,2
woman,31,170,66850,regular,3,4,6
man,39,180,82834,casual,0,2,5
man,37,179,66170,regular,4,3,6
woman,18,174,75287,never,0,2,3
woman,24,166,63386,casual,2,7,5
woman,53,168,57901,casual,2,3,4
man,28,177,69422,casual,0,4,4
woman,28,172,56994,never,0,2,2
woman,40,168,84333,seasoned,3,1,9
man,27,177,66062,casual,2,4,3
man,32,180,75314,never,0,2,2
man,39,174,56011,seasoned,11,1,4
man,45,172,79014,seasoned,5,2,9
woman,25,169,75797,casual,1,4,6
man,21,177,78185,casual,2,4,5
woman,30,159,63013,never,0,2,3
man,45,173,78182,casual,2,5,5
woman,43,167,65384,seasoned,4,3,6
man,19,174,61467,casual,1,4,6
man,38,186,82007,never,0,2,3
woman,46,160,70077,casual,1,3,4
man,37,166,74847,casual,1,2,6
woman,52,168,53359,casual,0,5,5
woman,29,169,60793,never,0,2,2
man,24,167,79721,regular,3,4,7
man,54,181,63390,never,0,1,2
man,42,183,78545,seasoned,9,3,7
man,32,194,92667,seasoned,6,2,5
woman,41,167,64466,casual,1,4,4
woman,40,171,74235,seasoned,4,4,8
woman,54,162,55965,casual,1,4,4
woman,24,161,82151,regular,4,2,8
woman,41,163,66714,never,0,3,2
man,22,177,74456,regular,2,4,8
woman,46,154,60063,never,0,2,3
man,21,177,77939,regular,3,2,8
woman,20,158,61800,regular,3,3,7
woman,25,167,59727,regular,2,3,3
woman,49,159,63172,never,0,3,4
woman,53,166,74246,never,0,3,2
man,35,167,77643,regular,3,4,6
man,24,173,71352,never,0,2,3
woman,40,168,62968,regular,3,5,4
man,26,175,74179,regular,4,3,4
man,50,175,75900,casual,0,4,4
man,31,185,90258,casual,3,3,5
woman,31,156,62895,casual,1,4,4
man,21,167,56979,seasoned,9,2,8
man,22,182,73381,regular,4,1,7
man,20,177,71646,seasoned,5,2,7
woman,25,150,59962,regular,3,3,5
man,28,196,111932,regular,5,2,5
man,26,175,64800,seasoned,8,3,5
woman,25,172,54730,casual,1,3,5
man,22,184,74708,seasoned,5,1,8
woman,51,168,63256,regular,3,4,6
woman,31,164,63915,regular,1,4,5
man,53,190,66785,casual,2,5,5
woman,21,162,67797,seasoned,5,1,11
man,18,179,65207,seasoned,5,2,7
woman,34,157,46368,casual,1,6,3
woman,29,161,62065,seasoned,7,2,7
man,46,172,84832,never,0,2,1
woman,36,165,62794,regular,3,5,5
woman,32,164,64460,seasoned,4,1,7
woman,36,162,66942,regular,4,3,4
woman,39,162,69696,casual,1,6,5
man,20,175,77488,never,0,2,2
man,24,176,80856,regular,4,4,5
woman,36,160,60543,regular,3,2,4
woman,40,163,71657,never,0,2,3
woman,37,165,64163,seasoned,5,4,4
man,23,173,66610,seasoned,5,3,9
man,30,180,85535,regular,5,4,4
woman,51,158,48040,seasoned,4,2,4
man,26,184,82019,casual,2,5,4
man,48,170,85970,casual,3,4,4
woman,35,174,75318,casual,1,4,4
woman,42,168,75200,seasoned,3,4,9
woman,24,168,65484,regular,3,4,6
woman,40,172,83203,regular,2,2,6
man,29,185,73062,casual,2,3,4
woman,27,160,57916,regular,3,4,6
woman,36,169,75137,regular,3,3,5
woman,53,165,63598,never,0,2,2
man,19,174,62627,regular,5,3,8
man,42,184,100382,casual,3,6,5
man,45,182,87679,seasoned,8,2,7
woman,21,163,63195,casual,1,3,6
woman,42,163,61154,seasoned,3,2,7
woman,46,154,55766,casual,1,4,4
man,26,174,81171,never,0,2,3
man,28,183,87104,regular,6,2,5
woman,41,166,51042,never,0,3,2
man,35,174,71776,casual,2,4,4
woman,41,173,64868,seasoned,4,1,7
man,20,183,72744,casual,2,5,5
woman,48,159,56870,seasoned,4,3,7
man,41,191,73486,never,0,2,4
man,33,184,77996,regular,4,4,7
woman,37,168,69872,never,0,3,2
woman,51,175,62497,casual,1,5,4
woman,49,171,72795,casual,1,4,5
man,29,174,64285,seasoned,7,3,6
man,35,176,78558,casual,1,3,5
woman,41,164,63468,regular,3,3,6
man,40,179,85849,seasoned,8,2,7
woman,18,157,57522,never,0,2,2
woman,30,160,61354,never,0,3,3
man,22,169,58546,seasoned,4,3,7
woman,25,153,56395,never,0,2,3
man,54,186,83039,never,0,2,2
woman,26,165,66005,never,0,3,2
woman,50,162,62680,seasoned,3,3,6
woman,41,161,49413,never,0,2,2
man,49,170,69182,casual,1,3,6
woman,52,159,62700,casual,1,5,4
man,29,172,66994,casual,2,4,4
man,19,184,68989,regular,3,3,7
woman,43,176,75358,seasoned,4,3,8
man,30,171,63957,regular,4,3,6
woman,49,171,71638,regular,3,6,7
man,19,174,82224,never,0,2,3
man,49,181,89460,casual,0,5,4
man,35,171,74162,regular,4,2,9
woman,51,167,77674,casual,1,4,6
man,36,189,89825,never,0,2,3
man,38,178,74207,casual,1,3,4
woman,48,164,63084,never,0,2,3
woman,42,166,59962,regular,3,3,8
man,35,183,64528,seasoned,9,2,7
woman,20,163,64797,seasoned,4,1,8
woman,53,166,61975,regular,3,3,5
man,48,179,59276,casual,2,5,4
man,41,171,69103,seasoned,8,2,5
man,49,179,65200,casual,3,3,3
man,22,173,66173,never,0,2,3
man,28,178,78513,casual,2,3,5
woman,40,164,53896,seasoned,3,3,7
man,26,179,79566,casual,2,3,4
woman,43,160,55584,regular,3,4,5
man,21,182,79566,never,0,2,3
man,34,177,60048,seasoned,8,3,8
man,48,184,84491,regular,6,4,4
woman,32,164,65322,regular,2,4,4
woman,26,174,69909,regular,5,4,5
woman,23,169,69504,casual,1,6,4
man,52,169,67261,seasoned,6,3,6
woman,54,167,65305,regular,2,3,6
man,40,176,77919,never,0,2,3
woman,36,165,53905,casual,1,6,4
man,25,173,66309,seasoned,4,3,8
woman,22,165,66851,regular,2,5,6
woman,35,159,61967,regular,2,4,3
man,24,177,72343,seasoned,7,3,7
man,38,182,78014,casual,1,4,3
man,35,170,68243,never,0,2,3
woman,44,158,59228,regular,2,5,5
woman,28,152,58751,seasoned,4,3,6
woman,54,174,67513,regular,3,4,5
man,18,185,71926,regular,4,3,6
woman,54,161,58481,casual,1,4,5
woman,50,172,78019,never,0,2,3
woman,28,170,91464,seasoned,5,3,7
man,20,178,85414,regular,4,2,8
man,31,167,59237,regular,3,3,5
woman,48,157,73402,regular,2,3,7
woman,53,172,70754,regular,2,3,7
man,21,192,97922,regular,4,4,5
woman,52,175,64541,never,0,2,2
man,47,186,83981,casual,1,3,4
man,22,177,68426,regular,2,3,5
man,18,195,97318,seasoned,7,2,8
man,42,183,84997,seasoned,6,2,8
man,51,174,65870,seasoned,6,2,6
woman,52,168,58113,never,0,3,3
woman,42,152,57685,regular,3,3,4
woman,28,173,74771,seasoned,5,4,6
man,19,172,70782,regular,3,3,8
man,45,171,54096,seasoned,8,3,5
man,32,198,99869,casual,0,3,4
woman,41,170,71547,never,0,3,2
man,33,167,76574,casual,0,3,6
man,28,172,83330,seasoned,6,2,5
woman,41,161,64032,casual,2,3,4
woman,27,175,72288,regular,4,3,7
man,49,171,57174,casual,2,4,4
woman,29,161,63040,regular,3,4,7
woman,19,161,67997,seasoned,4,4,8
